Transect,Quadrat,Distance_on_transect,Day_surveyed,Month_surveyed,Year_surveyed,Balanus_glandula,Semibalanus_cariosus,Cthamalus,cyprids,Cancer_productus,Hemigrapsus_nudus,other_Hemigrapsus,Lophopanopeus_bellus,Pagarus,Pugettia_gracilis,Heptocarpus,Idotea,other_isopods,Cryptochiton_stelleri,Katharina_tunicata,Mopalia,Tonicella,other_chiton,Amphisa,Bittium,Calliostoma_ligatum,Crepidula ,Littorina,Lirabuccinum_dirum,Lottia_digitalis,other_Lottia_and_Tectura,Margarites,Nucella_lamellosa,Nucella_ostrina,Anthopleura_elegantissima,Stronglyocentrotus_drobachiensis,Mytilus,Diodora_aspera,Diadumene_lineata,Epiactus ,Urticina_cassicornis,Cucumaria_miniata,Leptasterias_hexactis,Henricia,Strongylocentrotus_purpuratus,Strongylocentrotus_fransciscanus,Aeolidia_papillosa,Archidoris_montereyensis,Onchidoris,Rostanga_pulchara,Ophilitaspongia_pennata,Parenemertes_peregrina,Dendrobeania ,Styela_gibbsi,Arctonoe_vittata,Dodecaceria_fewkesi,Sabellidae,Serpullidae,Haliclona
5,7,7,NA,NA,1973,0,52,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,0,0,0,0,5,NA,0,3,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,10,10,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,2,NA,NA,0,NA,5,NA,1,NA,NA,NA,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,40,0,0,
5,13,13,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,2,NA,NA,0,NA,4,NA,0,NA,NA,NA,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,21,21,NA,NA,1973,50,30,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,150,,70,13,NA,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,23,23,NA,NA,1973,0,3,NA,NA,NA,3,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,182,1,15,31,NA,0,1,57,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,27,27,NA,NA,1973,200,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,300,0,50,15,NA,0,0,40,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,31,31,NA,NA,1973,167,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,102,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,31,31,NA,NA,1973,167,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,102,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
6,2,2,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,3,NA,0,NA,NA,NA,2,3,0,2,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,0,0,
6,2,2,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,3,NA,0,NA,NA,NA,2,3,0,2,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,0,0,
6,3,3,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,2,NA,NA,0,NA,10,NA,0,NA,NA,NA,0,0,0,1,0,1,NA,0,0,0,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,500,3,0,
6,8,8,NA,NA,1973,0,41,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,6,NA,0,NA,NA,NA,0,0,0,1,0,5,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,400,0,0,
6,9,9,NA,NA,1973,0,6,NA,NA,NA,0,NA,NA,1,0,NA,NA,0,NA,10,NA,3,NA,NA,NA,0,0,0,1,0,5,NA,0,0,0,3,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,300,0,0,
6,14,14,NA,NA,1973,0,129,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,110,15,10,36,NA,0,0,93,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
6,17,17,NA,NA,1973,0,50,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,35,0,53,0,NA,1,0,0,0,0,0,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
6,18,18,NA,NA,1973,0,77,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,47,0,74,0,NA,0,2,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
6,21,21,NA,NA,1973,30,37,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,79,0,39,2,NA,0,0,102,0,0,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
6,30,30,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
